block,role,station_id
lat4_lon1,training,USM00072768
lat4_lon1,training,USM00074560
lat4_lon1,training,USM00074646
lat4_lon1,training,USM00091165
lat4_lon1,training,USM00091285
lat4_lon1,training,VMM00048820
lat4_lon1,training,VMM00048855
lat4_lon1,early_validation,AEM00041217
lat4_lon1,early_validation,ASM00095527
lat4_lon1,early_validation,ATM00094001
lat4_lon1,early_validation,AYM00089592
lat4_lon1,early_validation,AYM00089642
lat4_lon1,early_validation,BBM00078954
lat4_lon1,early_validation,BRM00082107
lat4_lon1,early_validation,BRM00082824
lat4_lon1,early_validation,BRM00083779
lat4_lon1,early_validation,CAM00071081
lat4_lon1,early_validation,CAM00071823
lat4_lon1,early_validation,CHM00054857
lat4_lon1,early_validation,CHM00056778
lat4_lon1,early_validation,CHM00057687
lat4_lon1,early_validation,CHM00058362
lat4_lon1,early_validation,CHM00059134
lat4_lon1,early_validation,CIM00085934
lat4_lon1,early_validation,DRM00078486
lat4_lon1,early_validation,IDM00097502
lat4_lon1,early_validation,INM00042314
lat4_lon1,early_validation,IRM00040706
lat4_lon1,early_validation,ITM00016332
lat4_lon1,early_validation,JAM00047827
lat4_lon1,early_validation,JAM00047909
lat4_lon1,early_validation,MLM00048811
lat4_lon1,early_validation,MXM00076654
lat4_lon1,early_validation,MYM00048657
lat4_lon1,early_validation,MYM00096413
lat4_lon1,early_validation,MYM00096471
lat4_lon1,early_validation,PLM00012425
lat4_lon1,early_validation,POM00008536
lat4_lon1,early_validation,QAM00041169
lat4_lon1,early_validation,RSM00022522
lat4_lon1,early_validation,RSM00024343
lat4_lon1,early_validation,RSM00025123
lat4_lon1,early_validation,RSM00026477
lat4_lon1,early_validation,RSM00027962
lat4_lon1,early_validation,RSM00032215
lat4_lon1,early_validation,RSM00034009
lat4_lon1,early_validation,RSM00034247
lat4_lon1,early_validation,RSM00034467
lat4_lon1,early_validation,SFM00068816
lat4_lon1,early_validation,THM00048407
lat4_lon1,early_validation,TUM00017030
lat4_lon1,early_validation,TUM00017196
lat4_lon1,early_validation,UKM00003808
lat4_lon1,early_validation,USM00070361
lat4_lon1,early_validation,USM00070398
lat4_lon1,early_validation,USM00072489
lat4_lon1,early_validation,USM00072501
lat4_lon1,early_validation,USM00072558
lat4_lon1,early_validation,USM00072572
lat4_lon1,early_validation,USM00072747
lat4_lon1,early_validation,USM00074389
lat4_lon1,calibration,AGM00060390
lat4_lon1,calibration,ARM00087860
lat4_lon1,calibration,ASM00094637
lat4_lon1,calibration,AYM00089532
lat4_lon1,calibration,BRM00082022
lat4_lon1,calibration,BRM00083827
lat4_lon1,calibration,BRM00083899
lat4_lon1,calibration,CAM00071043
lat4_lon1,calibration,CAM00071119
lat4_lon1,calibration,CAM00071845
lat4_lon1,calibration,CAM00071924
lat4_lon1,calibration,CHM00054161
lat4_lon1,calibration,CHM00056492
lat4_lon1,calibration,CHM00056651
lat4_lon1,calibration,CHM00058150
lat4_lon1,calibration,CHM00058665
lat4_lon1,calibration,CHM00058847
lat4_lon1,calibration,CHM00059023
lat4_lon1,calibration,FMM00091413
lat4_lon1,calibration,FPM00091925
lat4_lon1,calibration,GLM00004220
lat4_lon1,calibration,HRM00014240
lat4_lon1,calibration,IDM00097180
lat4_lon1,calibration,INM00042339
lat4_lon1,calibration,INM00043185
lat4_lon1,calibration,IRM00040841
lat4_lon1,calibration,ITM00016546
lat4_lon1,calibration,JAM00047412
lat4_lon1,calibration,KEM00063741
lat4_lon1,calibration,KSM00047230
lat4_lon1,calibration,MXM00076256
lat4_lon1,calibration,MXM00076644
lat4_lon1,calibration,NZM00093844
lat4_lon1,calibration,PLM00012374
lat4_lon1,calibration,PSM00091408
lat4_lon1,calibration,RSM00022271
lat4_lon1,calibration,RSM00023884
lat4_lon1,calibration,RSM00023921
lat4_lon1,calibration,RSM00024122
lat4_lon1,calibration,RSM00024908
lat4_lon1,calibration,RSM00026781
lat4_lon1,calibration,RSM00027594
lat4_lon1,calibration,RSM00027995
lat4_lon1,calibration,RSM00028722
lat4_lon1,calibration,RSM00031300
lat4_lon1,calibration,SAM00041112
lat4_lon1,calibration,SVM00001028
lat4_lon1,calibration,THM00048500
lat4_lon1,calibration,UKM00003354
lat4_lon1,calibration,USM00070316
lat4_lon1,calibration,USM00070326
lat4_lon1,calibration,USM00072230
lat4_lon1,calibration,USM00072274
lat4_lon1,calibration,USM00072363
lat4_lon1,calibration,USM00072528
lat4_lon1,calibration,USM00074455
lat4_lon1,calibration,VMM00048839
lat3_lon1,evaluation,BGM00041923
lat3_lon1,evaluation,CHM00056492
lat3_lon1,evaluation,CHM00056571
lat3_lon1,evaluation,CHM00056651
lat3_lon1,evaluation,CHM00056691
lat3_lon1,evaluation,CHM00056739
lat3_lon1,evaluation,CHM00056778
lat3_lon1,evaluation,CHM00056964
lat3_lon1,evaluation,CHM00056985
lat3_lon1,evaluation,CHM00057516
lat3_lon1,evaluation,CHM00057541
lat3_lon1,evaluation,CHM00057687
lat3_lon1,evaluation,CHM00057816
lat3_lon1,evaluation,CHM00057957
lat3_lon1,evaluation,CHM00057972
lat3_lon1,evaluation,CHM00058606
lat3_lon1,evaluation,CHM00058633
lat3_lon1,evaluation,CHM00058725
lat3_lon1,evaluation,CHM00058847
lat3_lon1,evaluation,CHM00059023
lat3_lon1,evaluation,CHM00059134
lat3_lon1,evaluation,CHM00059211
lat3_lon1,evaluation,CHM00059265
lat3_lon1,evaluation,CHM00059280
lat3_lon1,evaluation,CHM00059293
lat3_lon1,evaluation,CHM00059316
lat3_lon1,evaluation,HKM00045004
lat3_lon1,evaluation,IDM00096509
lat3_lon1,evaluation,INM00042182
lat3_lon1,evaluation,INM00042220
lat3_lon1,evaluation,INM00042314
lat3_lon1,evaluation,INM00042339
lat3_lon1,evaluation,INM00042348
lat3_lon1,evaluation,INM00042410
lat3_lon1,evaluation,INM00042623
lat3_lon1,evaluation,INM00042647
lat3_lon1,evaluation,INM00042675
lat3_lon1,evaluation,INM00042809
lat3_lon1,evaluation,INM00042867
lat3_lon1,evaluation,INM00042886
lat3_lon1,evaluation,INM00042971
lat3_lon1,evaluation,INM00043003
lat3_lon1,evaluation,INM00043049
lat3_lon1,evaluation,INM00043063
lat3_lon1,evaluation,INM00043128
lat3_lon1,evaluation,INM00043150
lat3_lon1,evaluation,INM00043185
lat3_lon1,evaluation,INM00043346
lat3_lon1,evaluation,INM00043353
lat3_lon1,evaluation,INM00043371
lat3_lon1,evaluation,IRM00040856
lat3_lon1,evaluation,MYM00048601
lat3_lon1,evaluation,MYM00048615
lat3_lon1,evaluation,MYM00048650
lat3_lon1,evaluation,MYM00048657
lat3_lon1,evaluation,MYM00096413
lat3_lon1,evaluation,MYM00096441
lat3_lon1,evaluation,MYM00096471
lat3_lon1,evaluation,MYM00096481
lat3_lon1,evaluation,PFM00059981
lat3_lon1,evaluation,RPM00098618
lat3_lon1,evaluation,SNM00048698
lat3_lon1,evaluation,THM00048327
lat3_lon1,evaluation,THM00048378
lat3_lon1,evaluation,THM00048381
lat3_lon1,evaluation,THM00048407
lat3_lon1,evaluation,THM00048431
lat3_lon1,evaluation,THM00048453
lat3_lon1,evaluation,THM00048480
lat3_lon1,evaluation,THM00048500
lat3_lon1,evaluation,THM00048568
lat3_lon1,evaluation,VMM00048820
lat3_lon1,evaluation,VMM00048839
lat3_lon1,evaluation,VMM00048845
lat3_lon1,evaluation,VMM00048855
lat3_lon1,evaluation,VMM00048900
lat3_lon1,training,AGM00060680
lat3_lon1,training,AOM00066160
lat3_lon1,training,AQM00091765
lat3_lon1,training,ARM00087155
lat3_lon1,training,ARM00087344
lat3_lon1,training,ARM00087623
lat3_lon1,training,ARM00087715
lat3_lon1,training,ASM00094170
lat3_lon1,training,ASM00094203
lat3_lon1,training,ASM00094302
lat3_lon1,training,ASM00094312
lat3_lon1,training,ASM00094403
lat3_lon1,training,ASM00094430
lat3_lon1,training,ASM00094461
lat3_lon1,training,ASM00094510
lat3_lon1,training,ASM00094578
lat3_lon1,training,ASM00094610
lat3_lon1,training,ASM00094659
lat3_lon1,training,ASM00094672
lat3_lon1,training,ASM00094711
lat3_lon1,training,ASM00094802
lat3_lon1,training,ASM00094866
lat3_lon1,training,ASM00094995
lat3_lon1,training,ASM00094998
lat3_lon1,training,ATM00094005
lat3_lon1,training,ATM00095282
lat3_lon1,training,AYM00089062
lat3_lon1,training,AYM00089564
lat3_lon1,training,AYM00089571
lat3_lon1,training,AYM00089611
lat3_lon1,training,AYM00089664
lat3_lon1,training,BDM00078016
lat3_lon1,training,BEM00006458
lat3_lon1,training,BHM00078583
lat3_lon1,training,BRM00082026
lat3_lon1,training,BRM00082099
lat3_lon1,training,BRM00082193
lat3_lon1,training,BRM00082244
lat3_lon1,training,BRM00082332
lat3_lon1,training,BRM00082532
lat3_lon1,training,BRM00082705
lat3_lon1,training,BRM00082965
lat3_lon1,training,BRM00083525
lat3_lon1,training,BRM00083566
lat3_lon1,training,BRM00083612
lat3_lon1,training,BRM00083649
lat3_lon1,training,BRM00083840
lat3_lon1,training,BRM00083937
lat3_lon1,training,CAM00071109
lat3_lon1,training,CAM00071603
lat3_lon1,training,CAM00071722
lat3_lon1,training,CAM00071802
lat3_lon1,training,CAM00071816
lat3_lon1,training,CAM00071867
lat3_lon1,training,CAM00071906
lat3_lon1,training,CAM00071907
lat3_lon1,training,CAM00071908
lat3_lon1,training,CAM00071909
lat3_lon1,training,CAM00071913
lat3_lon1,training,CAM00071917
lat3_lon1,training,CAM00071925
lat3_lon1,training,CAM00071934
lat3_lon1,training,CAM00071957
lat3_lon1,training,CAM00073033
lat3_lon1,training,CAM00073110
lat3_lon1,training,CFM00064400
lat3_lon1,training,CHM00050527
lat3_lon1,training,CHM00050557
lat3_lon1,training,CHM00050774
lat3_lon1,training,CHM00050953
lat3_lon1,training,CHM00051076
lat3_lon1,training,CHM00051243
lat3_lon1,training,CHM00051431
lat3_lon1,training,CHM00051463
lat3_lon1,training,CHM00051644
lat3_lon1,training,CHM00051656
lat3_lon1,training,CHM00051709
lat3_lon1,training,CHM00051777
lat3_lon1,training,CHM00051839
lat3_lon1,training,CHM00052533
lat3_lon1,training,CHM00052681
lat3_lon1,training,CHM00052866
lat3_lon1,training,CHM00052983
lat3_lon1,training,CHM00053463
lat3_lon1,training,CHM00053543
lat3_lon1,training,CHM00053614
lat3_lon1,training,CHM00053772
lat3_lon1,training,CHM00053845
lat3_lon1,training,CHM00053915
lat3_lon1,training,CHM00054102
lat3_lon1,training,CHM00054135
lat3_lon1,training,CHM00054218
lat3_lon1,training,CHM00054292
lat3_lon1,training,CHM00054340
lat3_lon1,training,CHM00054374
lat3_lon1,training,CHM00054662
lat3_lon1,training,CHM00054727
lat3_lon1,training,CHM00056080
lat3_lon1,training,CHM00057083
lat3_lon1,training,CHM00057127
lat3_lon1,training,CHM00057461
lat3_lon1,training,CHM00057494
lat3_lon1,training,CHM00058203
lat3_lon1,training,CHM00058238
lat3_lon1,training,CHM00058457
lat3_lon1,training,CIM00085442
lat3_lon1,training,CIM00085586
lat3_lon1,training,CIM00085799
lat3_lon1,training,CKM00096996
lat3_lon1,training,COM00080001
lat3_lon1,training,COM00080222
lat3_lon1,training,COM00080398
lat3_lon1,training,EIM00003953
lat3_lon1,training,ENM00026038
lat3_lon1,training,EZM00011520
lat3_lon1,training,EZM00011747
lat3_lon1,training,FGM00081405
lat3_lon1,training,FJM00091680
lat3_lon1,training,FKM00088889
lat3_lon1,training,FMM00091334
lat3_lon1,training,FMM00091348
lat3_lon1,training,FOM00006011
lat3_lon1,training,FPM00091938
lat3_lon1,training,FRM00007110
lat3_lon1,training,FRM00007145
lat3_lon1,training,FRM00007510
lat3_lon1,training,FRM00007645
lat3_lon1,training,FRM00007761
lat3_lon1,training,GLM00004270
lat3_lon1,training,GMM00010035
lat3_lon1,training,GMM00010113
lat3_lon1,training,GMM00010184
lat3_lon1,training,GMM00010238
lat3_lon1,training,GMM00010304
lat3_lon1,training,GMM00010393
lat3_lon1,training,GMM00010410
lat3_lon1,training,GMM00010548
lat3_lon1,training,GMM00010618
lat3_lon1,training,GMM00010739
lat3_lon1,training,GMM00010868
lat3_lon1,training,GMM00010954
lat3_lon1,training,GPM00078897
lat3_lon1,training,GQM00091212
lat3_lon1,training,GRM00016622
lat3_lon1,training,GRM00016716
lat3_lon1,training,HRM00014430
lat3_lon1,training,HUM00012843
lat3_lon1,training,HUM00012982
lat3_lon1,training,IDM00096237
lat3_lon1,training,IDM00096581
lat3_lon1,training,IDM00096749
lat3_lon1,training,IDM00096935
lat3_lon1,training,IDM00097372
lat3_lon1,training,IDM00097980
lat3_lon1,training,INM00042111
lat3_lon1,training,IRM00040766
lat3_lon1,training,IRM00040809
lat3_lon1,training,ITM00016045
lat3_lon1,training,ITM00016064
lat3_lon1,training,ITM00016113
lat3_lon1,training,ITM00016144
lat3_lon1,training,ITM00016245
lat3_lon1,training,IVM00065548
lat3_lon1,training,IZM00040650
lat3_lon1,training,JAM00047401
lat3_lon1,training,JAM00047582
lat3_lon1,training,JAM00047646
lat3_lon1,training,JAM00047678
lat3_lon1,training,JAM00047741
lat3_lon1,training,JAM00047807
lat3_lon1,training,JAM00047918
lat3_lon1,training,JAM00047945
lat3_lon1,training,JAM00047971
lat3_lon1,training,JAM00047991
lat3_lon1,training,JNM00001001
lat3_lon1,training,KSM00047138
lat3_lon1,training,KSM00047155
lat3_lon1,training,KSM00047169
lat3_lon1,training,KSM00047186
lat3_lon1,training,KZM00028951
lat3_lon1,training,KZM00035229
lat3_lon1,training,KZM00035671
lat3_lon1,training,KZM00035700
lat3_lon1,training,KZM00036003
lat3_lon1,training,KZM00036872
lat3_lon1,training,KZM00038064
lat3_lon1,training,KZM00038341
lat3_lon1,training,LHM00026629
lat3_lon1,training,MGM00044212
lat3_lon1,training,MGM00044231
lat3_lon1,training,MGM00044292
lat3_lon1,training,MGM00044373
lat3_lon1,training,MLM00061291
lat3_lon1,training,MOM00060155
lat3_lon1,training,MOM00060253
lat3_lon1,training,MXM00076458
lat3_lon1,training,MXM00076526
lat3_lon1,training,MXM00076595
lat3_lon1,training,MXM00076612
lat3_lon1,training,MXM00076679
lat3_lon1,training,MXM00076692
lat3_lon1,training,NCM00091592
lat3_lon1,training,NFM00094996
lat3_lon1,training,NGM00061024
lat3_lon1,training,NGM00061052
lat3_lon1,training,NLM00006260
lat3_lon1,training,NOM00001241
lat3_lon1,training,NOM00001400
lat3_lon1,training,NOM00001415
lat3_lon1,training,NZM00093112
lat3_lon1,training,PLM00012575
lat3_lon1,training,PMM00078807
lat3_lon1,training,POM00008508
lat3_lon1,training,POM00008522
lat3_lon1,training,REM00061980
lat3_lon1,training,ROM00015420
lat3_lon1,training,RPM00098223
lat3_lon1,training,RPM00098233
lat3_lon1,training,RPM00098433
lat3_lon1,training,RPM00098444
lat3_lon1,training,RQM00078526
lat3_lon1,training,RSM00020046
lat3_lon1,training,RSM00020674
lat3_lon1,training,RSM00021824
lat3_lon1,training,RSM00022008
lat3_lon1,training,RSM00022217
lat3_lon1,training,RSM00022543
lat3_lon1,training,RSM00022845
lat3_lon1,training,RSM00023078
lat3_lon1,training,RSM00023205
lat3_lon1,training,RSM00023330
lat3_lon1,training,RSM00023415
lat3_lon1,training,RSM00023472
lat3_lon1,training,RSM00023802
lat3_lon1,training,RSM00023933
lat3_lon1,training,RSM00023955
lat3_lon1,training,RSM00024507
lat3_lon1,training,RSM00024641
lat3_lon1,training,RSM00024688
lat3_lon1,training,RSM00024726
lat3_lon1,training,RSM00024959
lat3_lon1,training,RSM00025403
lat3_lon1,training,RSM00025703
lat3_lon1,training,RSM00025913
lat3_lon1,training,RSM00026075
lat3_lon1,training,RSM00026298
lat3_lon1,training,RSM00026708
lat3_lon1,training,RSM00027038
lat3_lon1,training,RSM00027199
lat3_lon1,training,RSM00027707
lat3_lon1,training,RSM00027713
lat3_lon1,training,RSM00027730
lat3_lon1,training,RSM00028225
lat3_lon1,training,RSM00029263
lat3_lon1,training,RSM00029282
lat3_lon1,training,RSM00029572
lat3_lon1,training,RSM00029612
lat3_lon1,training,RSM00029839
lat3_lon1,training,RSM00029862
lat3_lon1,training,RSM00030054
lat3_lon1,training,RSM00030309
lat3_lon1,training,RSM00030557
lat3_lon1,training,RSM00030635
lat3_lon1,training,RSM00031088
lat3_lon1,training,RSM00031510
lat3_lon1,training,RSM00031538
lat3_lon1,training,RSM00031770
lat3_lon1,training,RSM00031873
lat3_lon1,training,RSM00032061
lat3_lon1,training,RSM00032098
lat3_lon1,training,RSM00032150
lat3_lon1,training,RSM00032389
lat3_lon1,training,RSM00032477
lat3_lon1,training,RSM00032540
lat3_lon1,training,RSM00032618
lat3_lon1,training,RSM00034172
lat3_lon1,training,RSM00034731
lat3_lon1,training,RSM00034858
lat3_lon1,training,RSM00034882
lat3_lon1,training,RSM00035121
lat3_lon1,training,RSM00037011
lat3_lon1,training,SAM00040373
lat3_lon1,training,SAM00040375
lat3_lon1,training,SAM00040394
lat3_lon1,training,SAM00040417
lat3_lon1,training,SAM00040430
lat3_lon1,training,SFM00068263
lat3_lon1,training,SFM00068512
lat3_lon1,training,SFM00068842
lat3_lon1,training,SHM00061901
lat3_lon1,training,SHM00068906
lat3_lon1,training,SPM00008001
lat3_lon1,training,SPM00008023
lat3_lon1,training,SPM00008190
lat3_lon1,training,SPM00008221
lat3_lon1,training,SPM00008302
lat3_lon1,training,SPM00008383
lat3_lon1,training,SPM00008430
lat3_lon1,training,SWM00002591
lat3_lon1,training,SZM00006610
lat3_lon1,training,TUM00017064
lat3_lon1,training,TUM00017095
lat3_lon1,training,TUM00017220
lat3_lon1,training,TUM00017240
lat3_lon1,training,UKM00003005
lat3_lon1,training,UKM00003238
lat3_lon1,training,UKM00003918
lat3_lon1,training,USM00070026
lat3_lon1,training,USM00070200
lat3_lon1,training,USM00070219
lat3_lon1,training,USM00070261
lat3_lon1,training,USM00070273
lat3_lon1,training,USM00070308
lat3_lon1,training,USM00070350
lat3_lon1,training,USM00072201
lat3_lon1,training,USM00072202
lat3_lon1,training,USM00072206
lat3_lon1,training,USM00072208
lat3_lon1,training,USM00072210
lat3_lon1,training,USM00072215
lat3_lon1,training,USM00072235
lat3_lon1,training,USM00072240
lat3_lon1,training,USM00072248
lat3_lon1,training,USM00072249
lat3_lon1,training,USM00072251
lat3_lon1,training,USM00072261
lat3_lon1,training,USM00072265
lat3_lon1,training,USM00072293
lat3_lon1,training,USM00072317
lat3_lon1,training,USM00072327
lat3_lon1,training,USM00072357
lat3_lon1,training,USM00072364
lat3_lon1,training,USM00072376
lat3_lon1,training,USM00072393
lat3_lon1,training,USM00072402
lat3_lon1,training,USM00072403
lat3_lon1,training,USM00072426
lat3_lon1,training,USM00072440
lat3_lon1,training,USM00072451
lat3_lon1,training,USM00072456
lat3_lon1,training,USM00072476
lat3_lon1,training,USM00072493
lat3_lon1,training,USM00072518
lat3_lon1,training,USM00072520
lat3_lon1,training,USM00072582
lat3_lon1,training,USM00072597
lat3_lon1,training,USM00072632
lat3_lon1,training,USM00072634
lat3_lon1,training,USM00072645
lat3_lon1,training,USM00072659
lat3_lon1,training,USM00072662
lat3_lon1,training,USM00072672
lat3_lon1,training,USM00072681
lat3_lon1,training,USM00072694
lat3_lon1,training,USM00072712
lat3_lon1,training,USM00072764
lat3_lon1,training,USM00072768
lat3_lon1,training,USM00074560
lat3_lon1,training,USM00074646
lat3_lon1,training,USM00091165
lat3_lon1,training,USM00091285
lat3_lon1,early_validation,AEM00041217
lat3_lon1,early_validation,ASM00095527
lat3_lon1,early_validation,ATM00094001
lat3_lon1,early_validation,AYM00089592
lat3_lon1,early_validation,AYM00089642
lat3_lon1,early_validation,BBM00078954
lat3_lon1,early_validation,BRM00082107
lat3_lon1,early_validation,BRM00082824
lat3_lon1,early_validation,BRM00083779
lat3_lon1,early_validation,CAM00071081
lat3_lon1,early_validation,CAM00071823
lat3_lon1,early_validation,CHM00052203
lat3_lon1,early_validation,CHM00052267
lat3_lon1,early_validation,CHM00052418
lat3_lon1,early_validation,CHM00054857
lat3_lon1,early_validation,CHM00056187
lat3_lon1,early_validation,CHM00057245
lat3_lon1,early_validation,CHM00058362
lat3_lon1,early_validation,CHM00058424
lat3_lon1,early_validation,CIM00085934
lat3_lon1,early_validation,DRM00078486
lat3_lon1,early_validation,IDM00097502
lat3_lon1,early_validation,IRM00040706
lat3_lon1,early_validation,ITM00016332
lat3_lon1,early_validation,JAM00047827
lat3_lon1,early_validation,JAM00047909
lat3_lon1,early_validation,KZM00035394
lat3_lon1,early_validation,MLM00048811
lat3_lon1,early_validation,MXM00076654
lat3_lon1,early_validation,PLM00012425
lat3_lon1,early_validation,POM00008536
lat3_lon1,early_validation,QAM00041169
lat3_lon1,early_validation,RSM00022522
lat3_lon1,early_validation,RSM00024343
lat3_lon1,early_validation,RSM00025123
lat3_lon1,early_validation,RSM00026477
lat3_lon1,early_validation,RSM00027962
lat3_lon1,early_validation,RSM00028275
lat3_lon1,early_validation,RSM00029231
lat3_lon1,early_validation,RSM00032215
lat3_lon1,early_validation,RSM00034009
lat3_lon1,early_validation,RSM00034247
lat3_lon1,early_validation,RSM00034467
lat3_lon1,early_validation,RSM00036096
lat3_lon1,early_validation,SFM00068816
lat3_lon1,early_validation,TUM00017030
lat3_lon1,early_validation,TUM00017196
lat3_lon1,early_validation,UKM00003808
lat3_lon1,early_validation,USM00070361
lat3_lon1,early_validation,USM00070398
lat3_lon1,early_validation,USM00072489
lat3_lon1,early_validation,USM00072501
lat3_lon1,early_validation,USM00072558
lat3_lon1,early_validation,USM00072572
lat3_lon1,early_validation,USM00072747
lat3_lon1,early_validation,USM00074389
lat3_lon1,calibration,AGM00060390
lat3_lon1,calibration,ARM00087860
lat3_lon1,calibration,ASM00094637
lat3_lon1,calibration,AYM00089532
lat3_lon1,calibration,BRM00082022
lat3_lon1,calibration,BRM00083827
lat3_lon1,calibration,BRM00083899
lat3_lon1,calibration,CAM00071043
lat3_lon1,calibration,CAM00071119
lat3_lon1,calibration,CAM00071845
lat3_lon1,calibration,CAM00071924
lat3_lon1,calibration,CHM00053513
lat3_lon1,calibration,CHM00054161
lat3_lon1,calibration,CHM00054511
lat3_lon1,calibration,CHM00058027
lat3_lon1,calibration,CHM00058150
lat3_lon1,calibration,CHM00058665
lat3_lon1,calibration,FMM00091413
lat3_lon1,calibration,FPM00091925
lat3_lon1,calibration,GLM00004220
lat3_lon1,calibration,HRM00014240
lat3_lon1,calibration,IDM00097180
lat3_lon1,calibration,IRM00040841
lat3_lon1,calibration,ITM00016546
lat3_lon1,calibration,JAM00047412
lat3_lon1,calibration,KEM00063741
lat3_lon1,calibration,KSM00047230
lat3_lon1,calibration,MXM00076256
lat3_lon1,calibration,MXM00076644
lat3_lon1,calibration,NZM00093844
lat3_lon1,calibration,PLM00012374
lat3_lon1,calibration,PSM00091408
lat3_lon1,calibration,RSM00022271
lat3_lon1,calibration,RSM00023884
lat3_lon1,calibration,RSM00023921
lat3_lon1,calibration,RSM00024122
lat3_lon1,calibration,RSM00024908
lat3_lon1,calibration,RSM00026781
lat3_lon1,calibration,RSM00027594
lat3_lon1,calibration,RSM00027995
lat3_lon1,calibration,RSM00028445
lat3_lon1,calibration,RSM00028695
lat3_lon1,calibration,RSM00028722
lat3_lon1,calibration,RSM00029634
lat3_lon1,calibration,RSM00031300
lat3_lon1,calibration,SAM00041112
lat3_lon1,calibration,SVM00001028
lat3_lon1,calibration,UKM00003354
lat3_lon1,calibration,USM00070316
lat3_lon1,calibration,USM00070326
lat3_lon1,calibration,USM00072230
lat3_lon1,calibration,USM00072274
lat3_lon1,calibration,USM00072363
lat3_lon1,calibration,USM00072528
lat3_lon1,calibration,USM00074455
lat4_lon4,evaluation,BDM00078016
lat4_lon4,evaluation,CAM00071119
lat4_lon4,evaluation,CAM00071603
lat4_lon4,evaluation,CAM00071722
lat4_lon4,evaluation,CAM00071811
lat4_lon4,evaluation,CAM00071816
lat4_lon4,evaluation,CAM00071823
lat4_lon4,evaluation,CAM00071845
lat4_lon4,evaluation,CAM00071867
lat4_lon4,evaluation,CAM00071906
lat4_lon4,evaluation,CAM00071907
lat4_lon4,evaluation,CAM00071913
lat4_lon4,evaluation,CAM00073033
lat4_lon4,evaluation,CAM00073110
lat4_lon4,evaluation,CAM00073111
lat4_lon4,evaluation,USM00072206
lat4_lon4,evaluation,USM00072208
lat4_lon4,evaluation,USM00072215
lat4_lon4,evaluation,USM00072230
lat4_lon4,evaluation,USM00072233
lat4_lon4,evaluation,USM00072235
lat4_lon4,evaluation,USM00072240
lat4_lon4,evaluation,USM00072248
lat4_lon4,evaluation,USM00072249
lat4_lon4,evaluation,USM00072265
lat4_lon4,evaluation,USM00072274
lat4_lon4,evaluation,USM00072293
lat4_lon4,evaluation,USM00072305
lat4_lon4,evaluation,USM00072317
lat4_lon4,evaluation,USM00072318
lat4_lon4,evaluation,USM00072327
lat4_lon4,evaluation,USM00072340
lat4_lon4,evaluation,USM00072357
lat4_lon4,evaluation,USM00072363
lat4_lon4,evaluation,USM00072364
lat4_lon4,evaluation,USM00072365
lat4_lon4,evaluation,USM00072376
lat4_lon4,evaluation,USM00072388
lat4_lon4,evaluation,USM00072402
lat4_lon4,evaluation,USM00072403
lat4_lon4,evaluation,USM00072426
lat4_lon4,evaluation,USM00072440
lat4_lon4,evaluation,USM00072451
lat4_lon4,evaluation,USM00072456
lat4_lon4,evaluation,USM00072476
lat4_lon4,evaluation,USM00072489
lat4_lon4,evaluation,USM00072501
lat4_lon4,evaluation,USM00072518
lat4_lon4,evaluation,USM00072520
lat4_lon4,evaluation,USM00072528
lat4_lon4,evaluation,USM00072558
lat4_lon4,evaluation,USM00072572
lat4_lon4,evaluation,USM00072582
lat4_lon4,evaluation,USM00072632
lat4_lon4,evaluation,USM00072634
lat4_lon4,evaluation,USM00072645
lat4_lon4,evaluation,USM00072649
lat4_lon4,evaluation,USM00072659
lat4_lon4,evaluation,USM00072662
lat4_lon4,evaluation,USM00072672
lat4_lon4,evaluation,USM00072681
lat4_lon4,evaluation,USM00072712
lat4_lon4,evaluation,USM00072747
lat4_lon4,evaluation,USM00072764
lat4_lon4,evaluation,USM00072768
lat4_lon4,evaluation,USM00074389
lat4_lon4,evaluation,USM00074455
lat4_lon4,evaluation,USM00074560
lat4_lon4,evaluation,USM00074646
lat4_lon4,training,AGM00060680
lat4_lon4,training,AOM00066160
lat4_lon4,training,AQM00091765
lat4_lon4,training,ARM00087155
lat4_lon4,training,ARM00087344
lat4_lon4,training,ARM00087623
lat4_lon4,training,ARM00087715
lat4_lon4,training,ASM00094170
lat4_lon4,training,ASM00094203
lat4_lon4,training,ASM00094302
lat4_lon4,training,ASM00094312
lat4_lon4,training,ASM00094403
lat4_lon4,training,ASM00094430
lat4_lon4,training,ASM00094461
lat4_lon4,training,ASM00094510
lat4_lon4,training,ASM00094578
lat4_lon4,training,ASM00094610
lat4_lon4,training,ASM00094659
lat4_lon4,training,ASM00094672
lat4_lon4,training,ASM00094711
lat4_lon4,training,ASM00094802
lat4_lon4,training,ASM00094866
lat4_lon4,training,ASM00094995
lat4_lon4,training,ASM00094998
lat4_lon4,training,ATM00094005
lat4_lon4,training,ATM00095282
lat4_lon4,training,AYM00089062
lat4_lon4,training,AYM00089564
lat4_lon4,training,AYM00089571
lat4_lon4,training,AYM00089611
lat4_lon4,training,AYM00089664
lat4_lon4,training,BEM00006458
lat4_lon4,training,BGM00041923
lat4_lon4,training,BHM00078583
lat4_lon4,training,BRM00082026
lat4_lon4,training,BRM00082099
lat4_lon4,training,BRM00082193
lat4_lon4,training,BRM00082244
lat4_lon4,training,BRM00082332
lat4_lon4,training,BRM00082532
