station_id,latitude,longitude,station_elevation_m,valid_level_rows,first_time,last_time,profile_count,macro_region,longitude_sector,split,block,block_stations,selected,reason
CHM00058362,31.4167,121.45,,8399,2024-01-01 00:00:00,2025-12-31 12:00:00,1459,northern_extratropics,2,early_val,lat4_lon2,47,True,selected
CHM00058424,30.6167,116.9667,,8068,2024-01-01 00:00:00,2025-12-31 12:00:00,1460,northern_extratropics,1,early_val,lat4_lon1,79,True,selected
CHM00058457,30.2333,120.1667,,8224,2024-01-01 00:00:00,2025-12-31 12:00:00,1460,northern_extratropics,2,train,lat4_lon2,47,True,selected
CHM00058606,28.6,115.9167,,8182,2024-01-01 00:00:00,2025-12-31 12:00:00,1461,tropics,1,train,lat3_lon1,76,True,selected
CHM00058633,28.9667,118.8667,,7995,2024-01-01 00:00:00,2025-12-31 12:00:00,1460,tropics,1,train,lat3_lon1,76,True,selected
CHM00058665,28.6167,121.4167,4.6,8377,2024-01-01 00:00:00,2025-12-31 12:00:00,1460,tropics,2,calibration,lat3_lon2,18,True,selected
CHM00058725,27.3333,117.5111,371.0,7018,2024-01-01 00:00:00,2025-12-31 12:00:00,1453,tropics,1,train,lat3_lon1,76,True,selected
CHM00058847,26.0833,119.2833,,7780,2024-01-01 00:00:00,2025-12-31 12:00:00,1452,tropics,1,calibration,lat3_lon1,76,True,selected
CHM00059023,24.7,108.0333,,6529,2024-01-01 00:00:00,2025-12-31 12:00:00,1308,tropics,1,calibration,lat3_lon1,76,True,selected
CHM00059134,24.4833,118.0833,139.0,7550,2024-01-01 00:00:00,2025-12-31 12:00:00,1452,tropics,1,early_val,lat3_lon1,76,True,selected
CHM00059211,23.9,106.6,,7262,2024-01-01 00:00:00,2025-12-31 12:00:00,1461,tropics,1,test,lat3_lon1,76,True,selected
CHM00059265,23.4833,111.3,,7680,2024-01-01 00:00:00,2025-12-31 12:00:00,1460,tropics,1,train,lat3_lon1,76,True,selected
CHM00059280,23.7167,113.0833,79.2,7786,2024-01-01 00:00:00,2025-12-31 12:00:00,1447,tropics,1,train,lat3_lon1,76,True,selected
CHM00059293,23.78,114.77,115.1,6853,2024-01-01 00:00:00,2025-12-31 12:00:00,1297,tropics,1,train,lat3_lon1,76,True,selected
CHM00059316,23.4,116.6833,,8257,2024-01-01 00:00:00,2025-12-31 12:00:00,1447,tropics,1,test,lat3_lon1,76,True,selected
CIM00085442,-23.4536,-70.4453,112.0,4220,2024-01-01 12:00:00,2025-12-31 12:00:00,721,tropics,4,train,lat2_lon4,7,False,outside_top20_after_southern_reservation
CIM00085586,-33.655,-71.6142,77.0,7868,2024-01-01 00:00:00,2025-12-31 12:00:00,1313,southern_extratropics,4,train,lat1_lon4,8,True,selected
CIM00085799,-41.435,-73.0978,87.0,4211,2024-01-01 12:00:00,2025-12-31 12:00:00,716,southern_extratropics,4,train,lat1_lon4,8,True,selected
CIM00085934,-53.0016,-70.8386,43.0,3959,2024-01-01 12:00:00,2025-12-31 12:00:00,724,southern_extratropics,4,early_val,lat1_lon4,8,True,selected
CKM00096996,-12.1892,96.8344,3.0,3326,2024-01-01 00:00:00,2025-12-31 00:00:00,557,tropics,1,train,lat2_lon1,10,True,selected
COM00080001,12.5833,-81.7,2.0,8409,2024-01-01 00:00:00,2025-12-31 12:00:00,1409,tropics,4,train,lat3_lon4,27,True,selected
COM00080222,4.7,-74.15,2547.0,2115,2024-01-01 12:00:00,2025-12-31 12:00:00,705,tropics,4,train,lat3_lon4,27,True,selected
COM00080398,-4.1667,-69.95,84.0,3484,2024-01-02 12:00:00,2025-12-29 12:00:00,590,tropics,4,train,lat2_lon4,7,False,outside_top20_after_southern_reservation
CYM00017607,35.1408,33.3964,162.0,3411,2024-01-01 12:00:00,2025-12-31 12:00:00,673,northern_extratropics,0,test,lat4_lon0,92,True,selected
DRM00078486,18.4734,-69.8705,14.0,6965,2024-01-13 00:00:00,2025-09-25 00:00:00,1222,tropics,4,early_val,lat3_lon4,27,True,selected
EIM00003953,51.9381,-10.2433,23.9,8446,2024-01-01 00:00:00,2025-12-31 12:00:00,1454,northern_extratropics,5,train,lat4_lon5,19,True,selected
ENM00026038,59.3981,24.6028,33.2,3846,2024-01-01 00:00:00,2025-12-31 00:00:00,708,northern_extratropics,0,train,lat4_lon0,92,True,selected
EZM00011520,50.0078,14.4469,302.0,7322,2024-01-01 00:00:00,2025-12-31 12:00:00,1462,northern_extratropics,0,train,lat4_lon0,92,True,selected
EZM00011747,49.4525,17.1347,214.8,7536,2024-01-01 00:00:00,2025-12-31 12:00:00,1462,northern_extratropics,0,train,lat4_lon0,92,True,selected
FGM00081405,4.8222,-52.3653,8.0,8289,2024-01-01 00:00:00,2025-12-31 12:00:00,1402,tropics,5,train,lat3_lon5,7,False,outside_top20_after_southern_reservation
FIM00002836,67.3666,26.629,179.0,7249,2024-01-01 00:00:00,2025-12-31 12:00:00,1438,northern_extratropics,0,test,lat5_lon0,19,True,selected
FIM00002963,60.814,23.4982,104.0,7872,2024-01-01 00:00:00,2025-12-31 12:00:00,1437,northern_extratropics,0,test,lat5_lon0,19,True,selected
FJM00091680,-17.7597,177.4447,22.0,7186,2024-01-01 00:00:00,2025-12-31 12:00:00,1200,tropics,2,train,lat2_lon2,17,True,selected
FKM00088889,-51.82,-58.4481,74.0,4050,2024-01-01 00:00:00,2025-12-31 00:00:00,758,southern_extratropics,5,train,lat1_lon5,2,False,below_minimum
FMM00091334,7.45,151.8333,3.0,8514,2024-01-01 00:00:00,2025-12-31 12:00:00,1440,tropics,2,train,lat3_lon2,18,True,selected
FMM00091348,6.95,158.2,38.0,7756,2024-01-01 00:00:00,2025-12-31 12:00:00,1311,tropics,2,train,lat3_lon2,18,True,selected
FMM00091413,9.4833,138.0667,15.0,8593,2024-01-01 00:00:00,2025-12-31 12:00:00,1444,tropics,2,calibration,lat3_lon2,18,True,selected
FOM00006011,62.0231,-6.7647,54.0,2895,2024-01-01 12:00:00,2025-12-31 12:00:00,724,northern_extratropics,5,train,lat5_lon5,8,False,outside_top20_after_southern_reservation
FPM00091925,-9.8061,-139.0355,51.0,4236,2024-01-01 00:00:00,2025-12-31 00:00:00,715,tropics,3,calibration,lat2_lon3,3,False,below_minimum
FPM00091938,-17.5553,-149.6144,2.0,8310,2024-01-01 00:00:00,2025-12-31 12:00:00,1410,tropics,3,train,lat2_lon3,3,False,below_minimum
FRM00007110,48.4538,-4.3912,92.0,7993,2024-01-03 00:00:00,2025-12-31 12:00:00,1397,northern_extratropics,5,train,lat4_lon5,19,True,selected
FRM00007145,48.7744,2.0097,167.0,6908,2024-01-01 00:00:00,2025-12-31 12:00:00,1299,northern_extratropics,0,train,lat4_lon0,92,True,selected
FRM00007510,44.8306,-0.6914,51.0,8193,2024-01-01 00:00:00,2025-12-31 12:00:00,1390,northern_extratropics,5,train,lat4_lon5,19,True,selected
FRM00007645,43.8569,4.4064,60.0,8279,2024-01-01 00:00:00,2025-12-31 12:00:00,1407,northern_extratropics,0,train,lat4_lon0,92,True,selected
FRM00007761,41.9181,8.7928,6.0,8017,2024-01-01 00:00:00,2025-12-31 12:00:00,1348,northern_extratropics,0,train,lat4_lon0,92,True,selected
FSM00061998,-49.3522,70.2433,29.0,3402,2024-01-01 12:00:00,2025-12-31 12:00:00,640,southern_extratropics,1,test,lat1_lon1,3,False,below_minimum
GLM00004220,68.7081,-52.8517,43.0,5721,2024-01-01 00:00:00,2025-12-31 12:00:00,1435,northern_extratropics,5,calibration,lat5_lon5,8,False,outside_top20_after_southern_reservation
GLM00004270,61.1667,-45.4167,34.0,5784,2024-01-01 00:00:00,2025-12-31 12:00:00,1454,northern_extratropics,5,train,lat5_lon5,8,False,outside_top20_after_southern_reservation
GLM00004320,76.7694,-18.6681,11.0,5783,2024-01-01 00:00:00,2025-12-31 12:00:00,1448,northern_extratropics,5,test,lat5_lon5,8,False,outside_top20_after_southern_reservation
GLM00004339,70.4844,-21.9511,70.0,5333,2024-01-01 00:00:00,2025-12-31 12:00:00,1312,northern_extratropics,5,test,lat5_lon5,8,False,outside_top20_after_southern_reservation
GLM00004360,65.6111,-37.6367,54.0,4307,2024-01-01 00:00:00,2025-12-31 12:00:00,1080,northern_extratropics,5,test,lat5_lon5,8,False,outside_top20_after_southern_reservation
GMM00010035,54.5275,9.5487,42.7,8351,2024-01-01 00:00:00,2025-12-31 12:00:00,1434,northern_extratropics,0,train,lat4_lon0,92,True,selected
GMM00010113,53.7123,7.1519,11.5,8503,2024-01-01 00:00:00,2025-12-31 12:00:00,1439,northern_extratropics,0,train,lat4_lon0,92,True,selected
GMM00010184,54.0967,13.4056,2.0,8449,2024-01-01 00:00:00,2025-12-31 12:00:00,1426,northern_extratropics,0,train,lat4_lon0,92,True,selected
GMM00010238,52.8152,9.9248,70.0,7884,2024-01-02 00:00:00,2025-12-30 12:00:00,1361,northern_extratropics,0,train,lat4_lon0,92,True,selected
GMM00010304,52.7155,7.3176,19.0,2728,2024-01-02 12:00:00,2025-12-19 12:00:00,463,northern_extratropics,0,train,lat4_lon0,92,True,selected
GMM00010393,52.2085,14.118,97.7,8116,2024-01-01 00:00:00,2025-12-31 12:00:00,1439,northern_extratropics,0,train,lat4_lon0,92,True,selected
GMM00010410,51.4041,6.9677,150.0,7758,2024-01-01 00:00:00,2025-12-31 12:00:00,1423,northern_extratropics,0,train,lat4_lon0,92,True,selected
GMM00010548,50.5611,10.3771,450.0,6966,2024-01-01 00:00:00,2025-12-31 12:00:00,1394,northern_extratropics,0,train,lat4_lon0,92,True,selected
GMM00010618,49.6927,7.3263,376.0,7124,2024-01-01 00:00:00,2025-12-31 12:00:00,1425,northern_extratropics,0,train,lat4_lon0,92,True,selected
GMM00010739,48.8281,9.2,314.3,7091,2024-01-01 00:00:00,2025-12-31 12:00:00,1418,northern_extratropics,0,train,lat4_lon0,92,True,selected
GMM00010771,49.4283,11.9016,415.5,6960,2024-01-02 12:00:00,2025-12-30 12:00:00,1392,northern_extratropics,0,test,lat4_lon0,92,True,selected
GMM00010868,48.2446,11.5525,484.3,7185,2024-01-01 00:00:00,2025-12-31 12:00:00,1437,northern_extratropics,0,train,lat4_lon0,92,True,selected
GMM00010954,47.8342,10.8667,738.6,2322,2024-01-02 12:00:00,2025-12-18 12:00:00,483,northern_extratropics,0,train,lat4_lon0,92,True,selected
GPM00078897,16.2639,-61.5164,11.0,6056,2024-01-01 12:00:00,2025-12-31 12:00:00,1025,tropics,4,train,lat3_lon4,27,True,selected
GQM00091212,13.4767,144.7944,75.4,8546,2024-01-01 00:00:00,2025-12-31 12:00:00,1452,tropics,2,train,lat3_lon2,18,True,selected
GRM00016622,40.529,22.9703,1.7,4329,2024-01-01 00:00:00,2025-12-31 00:00:00,730,northern_extratropics,0,train,lat4_lon0,92,True,selected
GRM00016716,37.8897,23.7417,43.1,4035,2024-01-01 12:00:00,2025-12-31 12:00:00,693,northern_extratropics,0,train,lat4_lon0,92,True,selected
GRM00016754,35.3353,25.1819,35.0,4147,2024-01-01 00:00:00,2025-12-31 00:00:00,697,northern_extratropics,0,test,lat4_lon0,92,True,selected
HKM00045004,22.3119,114.1728,64.8,8426,2024-01-01 00:00:00,2025-12-31 12:00:00,1456,tropics,1,train,lat3_lon1,76,True,selected
HRM00014240,45.8219,16.0336,123.0,7642,2024-01-01 00:00:00,2025-12-31 12:00:00,1347,northern_extratropics,0,calibration,lat4_lon0,92,True,selected
HRM00014430,44.0969,15.3403,78.0,6683,2024-01-01 00:00:00,2025-10-16 00:00:00,1137,northern_extratropics,0,train,lat4_lon0,92,True,selected
HUM00012843,47.4333,19.1833,138.0,8023,2024-01-01 00:00:00,2025-12-31 12:00:00,1458,northern_extratropics,0,train,lat4_lon0,92,True,selected
HUM00012982,46.25,20.1,82.0,8494,2024-01-01 00:00:00,2025-12-31 12:00:00,1452,northern_extratropics,0,train,lat4_lon0,92,True,selected
IDM00096237,-2.1667,106.1333,33.0,4852,2024-01-01 00:00:00,2025-07-25 00:00:00,821,tropics,1,train,lat2_lon1,10,True,selected
IDM00096509,3.3333,117.5667,,7269,2024-01-01 00:00:00,2025-12-31 12:00:00,1226,tropics,1,train,lat3_lon1,76,True,selected
IDM00096581,-0.15,109.4,3.0,4748,2024-01-01 00:00:00,2025-07-25 00:00:00,803,tropics,1,train,lat2_lon1,10,True,selected
IDM00096749,-6.1221,106.6547,,6894,2024-01-01 00:00:00,2025-12-31 12:00:00,1159,tropics,1,train,lat2_lon1,10,True,selected
IDM00096935,-7.3726,112.7799,2.8,7143,2024-01-01 00:00:00,2025-12-31 12:00:00,1197,tropics,1,train,lat2_lon1,10,True,selected
IDM00097180,-5.071,119.5522,,7132,2024-01-01 00:00:00,2025-12-31 12:00:00,1193,tropics,1,calibration,lat2_lon1,10,True,selected
IDM00097372,-10.1676,123.6701,102.0,5706,2024-01-01 00:00:00,2025-12-31 12:00:00,1071,tropics,2,train,lat2_lon2,17,True,selected
IDM00097502,-0.8911,131.2858,5.0,5390,2024-01-01 00:00:00,2025-12-31 12:00:00,917,tropics,2,early_val,lat2_lon2,17,True,selected
IDM00097980,-8.5202,140.4157,3.0,4791,2024-01-01 00:00:00,2025-07-25 00:00:00,803,tropics,2,train,lat2_lon2,17,True,selected
INM00042027,34.0833,74.8333,1585.0,3400,2024-01-01 00:00:00,2025-12-31 12:00:00,1133,northern_extratropics,1,test,lat4_lon1,79,True,selected
INM00042111,30.2833,78.0833,644.0,3009,2024-01-02 00:00:00,2025-12-31 00:00:00,610,northern_extratropics,1,train,lat4_lon1,79,True,selected
INM00042182,28.5833,77.2,211.0,7116,2024-01-01 00:00:00,2025-12-31 12:00:00,1424,tropics,1,test,lat3_lon1,76,True,selected
INM00042220,28.1,95.3833,157.0,2860,2024-02-08 00:00:00,2025-12-31 00:00:00,578,tropics,1,train,lat3_lon1,76,True,selected
INM00042314,27.4833,95.0167,112.0,4278,2024-01-01 00:00:00,2025-12-31 00:00:00,836,tropics,1,early_val,lat3_lon1,76,True,selected
INM00042339,26.3,73.0167,217.0,4290,2024-01-01 00:00:00,2025-12-31 00:00:00,871,tropics,1,calibration,lat3_lon1,76,True,selected
INM00042348,26.8167,75.8,383.0,4100,2024-01-01 00:00:00,2025-12-31 00:00:00,828,tropics,1,train,lat3_lon1,76,True,selected
INM00042410,26.1,91.5833,54.0,7781,2024-01-01 00:00:00,2025-12-31 12:00:00,1397,tropics,1,train,lat3_lon1,76,True,selected
INM00042623,24.7667,93.9,781.0,2514,2024-01-02 00:00:00,2025-12-31 00:00:00,602,tropics,1,train,lat3_lon1,76,True,selected
INM00042647,23.0667,72.6333,55.0,7234,2024-01-01 00:00:00,2025-12-31 12:00:00,1308,tropics,1,train,lat3_lon1,76,True,selected
INM00042675,23.2,79.95,397.0,2475,2024-01-01 00:00:00,2025-12-31 00:00:00,508,tropics,1,train,lat3_lon1,76,True,selected
INM00042809,22.65,88.45,6.0,8240,2024-01-01 00:00:00,2025-12-31 12:00:00,1432,tropics,1,train,lat3_lon1,76,True,selected
INM00042867,21.1,79.05,310.0,6184,2024-01-01 00:00:00,2025-12-25 00:00:00,1250,tropics,1,test,lat3_lon1,76,True,selected
INM00042886,21.9167,84.0833,228.0,3064,2024-01-01 00:00:00,2025-12-31 12:00:00,622,tropics,1,train,lat3_lon1,76,True,selected
INM00042971,20.25,85.8333,45.0,6466,2024-01-01 00:00:00,2025-12-31 12:00:00,1143,tropics,1,train,lat3_lon1,76,True,selected
INM00043003,19.1167,72.85,14.2,7307,2024-01-01 00:00:00,2025-12-31 12:00:00,1245,tropics,1,train,lat3_lon1,76,True,selected
INM00043049,19.2667,84.8833,16.4,2174,2024-01-01 00:00:00,2025-12-24 00:00:00,391,tropics,1,train,lat3_lon1,76,True,selected
INM00043063,18.5333,73.85,555.0,4419,2024-01-01 00:00:00,2025-12-31 00:00:00,896,tropics,1,train,lat3_lon1,76,True,selected
INM00043128,17.45,78.4667,530.0,3854,2024-01-01 00:00:00,2025-12-31 00:00:00,778,tropics,1,train,lat3_lon1,76,True,selected
INM00043150,17.6833,83.3,,6221,2024-01-01 00:00:00,2025-12-31 12:00:00,1113,tropics,1,train,lat3_lon1,76,True,selected
INM00043185,16.2,81.15,3.0,5396,2024-01-01 00:00:00,2025-12-31 00:00:00,928,tropics,1,calibration,lat3_lon1,76,True,selected
INM00043346,10.9167,79.8333,6.9,4539,2024-01-01 12:00:00,2025-12-26 00:00:00,768,tropics,1,train,lat3_lon1,76,True,selected
INM00043353,9.95,76.2667,1.0,6991,2024-01-01 00:00:00,2025-12-30 00:00:00,1186,tropics,1,train,lat3_lon1,76,True,selected
INM00043371,8.4833,76.95,59.7,5077,2024-08-27 12:00:00,2025-12-31 12:00:00,913,tropics,1,train,lat3_lon1,76,True,selected
IRM00040706,38.1222,46.2425,1361.0,2387,2024-01-01 12:00:00,2025-12-15 12:00:00,600,northern_extratropics,0,early_val,lat4_lon0,92,True,selected
IRM00040738,36.905,54.4136,0.0,3930,2024-01-01 12:00:00,2025-12-31 12:00:00,665,northern_extratropics,0,test,lat4_lon0,92,True,selected
IRM00040766,34.3522,47.1533,1318.5,1597,2024-01-02 00:00:00,2025-12-30 00:00:00,407,northern_extratropics,0,train,lat4_lon0,92,True,selected
IRM00040809,32.8905,59.2836,1491.0,2080,2024-01-01 12:00:00,2025-12-31 12:00:00,629,northern_extratropics,0,train,lat4_lon0,92,True,selected
IRM00040841,30.25,56.9667,1748.0,1746,2024-01-01 12:00:00,2025-12-31 12:00:00,582,northern_extratropics,0,calibration,lat4_lon0,92,True,selected
IRM00040856,29.4722,60.9002,1370.0,2395,2024-01-01 00:00:00,2025-12-31 00:00:00,616,tropics,1,train,lat3_lon1,76,True,selected
ITM00016045,45.9756,13.0492,51.0,8524,2024-01-01 00:00:00,2025-12-31 12:00:00,1438,northern_extratropics,0,train,lat4_lon0,92,True,selected
ITM00016064,45.53,8.6667,178.0,7626,2024-01-01 00:00:00,2025-12-31 12:00:00,1445,northern_extratropics,0,train,lat4_lon0,92,True,selected
ITM00016113,44.5392,7.6125,385.0,3275,2024-01-01 00:00:00,2025-12-31 00:00:00,656,northern_extratropics,0,train,lat4_lon0,92,True,selected
ITM00016144,44.6539,11.6225,10.0,8270,2024-01-01 00:00:00,2025-12-31 12:00:00,1386,northern_extratropics,0,train,lat4_lon0,92,True,selected
ITM00016245,41.6556,12.4481,12.3,8593,2024-01-01 00:00:00,2025-12-31 12:00:00,1440,northern_extratropics,0,train,lat4_lon0,92,True,selected
ITM00016332,40.2383,18.1389,49.0,8506,2024-01-01 00:00:00,2025-12-31 12:00:00,1428,northern_extratropics,0,early_val,lat4_lon0,92,True,selected
ITM00016429,37.9142,12.4914,7.3,8594,2024-01-01 00:00:00,2025-12-31 12:00:00,1434,northern_extratropics,0,test,lat4_lon0,92,True,selected
ITM00016546,39.3461,8.9675,29.0,8460,2024-01-01 00:00:00,2025-12-31 12:00:00,1417,northern_extratropics,0,calibration,lat4_lon0,92,True,selected
IVM00065548,7.2708,-7.5888,324.0,2342,2024-01-01 12:00:00,2025-10-22 12:00:00,477,tropics,5,train,lat3_lon5,7,False,outside_top20_after_southern_reservation
IZM00040650,33.3,44.4,,3970,2024-01-23 12:00:00,2025-07-12 00:00:00,716,northern_extratropics,0,train,lat4_lon0,92,True,selected
JAM00047401,45.4153,141.6786,2.8,7560,2024-01-01 00:00:00,2025-12-31 12:00:00,1461,northern_extratropics,2,train,lat4_lon2,47,True,selected
JAM00047412,43.06,141.3286,17.5,7685,2024-01-01 00:00:00,2025-12-31 12:00:00,1460,northern_extratropics,2,calibration,lat4_lon2,47,True,selected
JAM00047582,39.7172,140.0994,6.3,7904,2024-01-01 00:00:00,2025-12-31 12:00:00,1458,northern_extratropics,2,train,lat4_lon2,47,True,selected
JAM00047646,36.0581,140.1258,25.2,8054,2024-01-01 00:00:00,2025-12-31 12:00:00,1452,northern_extratropics,2,train,lat4_lon2,47,True,selected
JAM00047678,33.1217,139.7792,151.2,7255,2024-01-01 00:00:00,2025-12-31 12:00:00,1437,northern_extratropics,2,train,lat4_lon2,47,True,selected
JAM00047741,35.4572,133.0656,16.9,6549,2024-05-23 00:00:00,2025-12-31 12:00:00,1166,northern_extratropics,2,train,lat4_lon2,47,True,selected
JAM00047778,33.4503,135.7572,67.5,6561,2024-05-23 00:00:00,2025-12-31 12:00:00,1162,northern_extratropics,2,test,lat4_lon2,47,True,selected
JAM00047807,33.5822,130.3764,2.5,8216,2024-01-01 00:00:00,2025-12-31 12:00:00,1448,northern_extratropics,2,train,lat4_lon2,47,True,selected
JAM00047827,31.555,130.548,3.9,8389,2024-01-01 00:00:00,2025-12-31 12:00:00,1440,northern_extratropics,2,early_val,lat4_lon2,47,True,selected
JAM00047909,28.385,129.4947,3.3,7118,2024-01-01 00:00:00,2025-12-31 00:00:00,1432,tropics,2,early_val,lat3_lon2,18,True,selected
JAM00047918,24.3367,124.1644,5.7,8574,2024-01-01 00:00:00,2025-12-31 12:00:00,1438,tropics,2,train,lat3_lon2,18,True,selected
JAM00047945,25.8289,131.2286,15.3,8580,2024-01-01 00:00:00,2025-12-31 12:00:00,1438,tropics,2,train,lat3_lon2,18,True,selected
JAM00047971,27.0922,142.1914,2.7,8714,2024-01-01 00:00:00,2025-12-31 12:00:00,1457,tropics,2,train,lat3_lon2,18,True,selected
JAM00047991,24.2883,153.9833,7.1,8761,2024-01-01 00:00:00,2025-12-31 12:00:00,1462,tropics,2,train,lat3_lon2,18,True,selected
JMM00078397,17.9333,-76.7833,14.0,8347,2024-01-01 00:00:00,2025-12-31 12:00:00,1404,tropics,4,test,lat3_lon4,27,True,selected
JNM00001001,70.9397,-8.6678,9.0,6352,2024-01-01 00:00:00,2025-12-31 12:00:00,1176,northern_extratropics,5,train,lat5_lon5,8,False,outside_top20_after_southern_reservation
KEM00063741,-1.3012,36.7597,1796.2,1491,2024-01-01 00:00:00,2025-10-22 00:00:00,497,tropics,0,calibration,lat2_lon0,8,True,selected
KSM00047138,36.032,129.38,3.9,8725,2024-01-01 00:00:00,2025-12-31 12:00:00,1459,northern_extratropics,2,train,lat4_lon2,47,True,selected
KSM00047155,35.1702,128.5728,35.0,8690,2024-01-01 00:00:00,2025-12-31 12:00:00,1460,northern_extratropics,2,train,lat4_lon2,47,True,selected
KSM00047169,34.6872,125.451,75.1,8427,2024-01-01 00:00:00,2025-12-31 12:00:00,1457,northern_extratropics,2,train,lat4_lon2,47,True,selected
KSM00047186,33.3315,126.6784,246.3,7324,2024-01-01 00:00:00,2025-12-31 12:00:00,1459,northern_extratropics,2,train,lat4_lon2,47,True,selected
KSM00047230,37.2645,126.103,12.0,8270,2024-01-01 00:00:00,2025-12-31 12:00:00,1399,northern_extratropics,2,calibration,lat4_lon2,47,True,selected
KZM00028951,53.2993,63.6104,171.0,7590,2024-01-01 00:00:00,2025-12-31 12:00:00,1440,northern_extratropics,1,train,lat4_lon1,79,True,selected
KZM00035229,50.2579,57.2235,219.3,7340,2024-01-01 00:00:00,2025-12-31 12:00:00,1430,northern_extratropics,0,train,lat4_lon0,92,True,selected
KZM00035394,49.8,73.15,552.2,7049,2024-01-01 00:00:00,2025-12-31 12:00:00,1427,northern_extratropics,1,early_val,lat4_lon1,79,True,selected
KZM00035671,47.8,67.7167,344.7,7195,2024-01-01 00:00:00,2025-12-31 12:00:00,1440,northern_extratropics,1,train,lat4_lon1,79,True,selected
KZM00035700,47.1161,51.8836,-23.7,7787,2024-01-01 00:00:00,2025-12-31 12:00:00,1316,northern_extratropics,0,train,lat4_lon0,92,True,selected
KZM00036003,52.2003,77.0702,120.0,8108,2024-01-01 00:00:00,2025-12-31 12:00:00,1457,northern_extratropics,1,train,lat4_lon1,79,True,selected
KZM00036872,43.3636,77.0042,660.0,7111,2024-01-01 00:00:00,2025-12-31 12:00:00,1429,northern_extratropics,1,train,lat4_lon1,79,True,selected
KZM00038064,44.7688,65.5265,127.0,7802,2024-01-01 12:00:00,2025-12-31 12:00:00,1415,northern_extratropics,1,train,lat4_lon1,79,True,selected
KZM00038341,42.85,71.3,651.3,5714,2024-01-01 00:00:00,2025-12-31 12:00:00,1260,northern_extratropics,1,train,lat4_lon1,79,True,selected
LHM00026629,54.8839,23.8358,76.1,3677,2024-01-01 00:00:00,2025-12-31 12:00:00,691,northern_extratropics,0,train,lat4_lon0,92,True,selected
LOM00011952,49.0347,20.3233,703.0,7202,2024-01-01 00:00:00,2025-12-31 12:00:00,1462,northern_extratropics,0,test,lat4_lon0,92,True,selected
MGM00044212,49.9714,92.0778,939.1,2832,2024-01-01 12:00:00,2025-12-31 12:00:00,695,northern_extratropics,1,train,lat4_lon1,79,True,selected
MGM00044231,49.6384,100.167,1291.0,2841,2024-01-01 00:00:00,2025-12-31 00:00:00,711,northern_extratropics,1,train,lat4_lon1,79,True,selected
MGM00044292,47.9184,106.8479,1303.3,5714,2024-01-01 00:00:00,2025-12-31 12:00:00,1431,northern_extratropics,1,train,lat4_lon1,79,True,selected
MGM00044373,43.5772,104.4181,1462.0,4810,2024-01-01 00:00:00,2025-12-31 12:00:00,1353,northern_extratropics,1,train,lat4_lon1,79,True,selected
MLM00048811,21.3572,0.0103,475.1,3467,2024-01-01 00:00:00,2025-12-31 00:00:00,695,tropics,0,early_val,lat3_lon0,14,True,selected
MLM00061291,12.5333,-7.95,380.0,2972,2024-02-02 12:00:00,2025-07-04 00:00:00,598,tropics,5,train,lat3_lon5,7,False,outside_top20_after_southern_reservation
MOM00060155,33.5667,-7.6667,56.0,2821,2024-01-01 00:00:00,2025-12-31 00:00:00,484,northern_extratropics,5,train,lat4_lon5,19,True,selected
MOM00060253,30.5,-8.8167,264.0,2463,2024-01-01 00:00:00,2025-12-25 00:00:00,617,northern_extratropics,5,train,lat4_lon5,19,True,selected
MUM00041256,23.6087,58.2615,2.0,3693,2024-01-02 00:00:00,2025-12-30 00:00:00,641,tropics,0,test,lat3_lon0,14,True,selected
MXM00076256,27.9573,-110.7973,10.0,7866,2024-01-01 00:00:00,2025-12-31 12:00:00,1318,tropics,4,calibration,lat3_lon4,27,True,selected
MXM00076405,24.1288,-110.3206,22.0,5015,2024-01-02 00:00:00,2025-12-10 12:00:00,837,tropics,4,test,lat3_lon4,27,True,selected
MXM00076458,23.2173,-106.4111,3.0,8078,2024-01-01 12:00:00,2025-12-31 12:00:00,1363,tropics,4,train,lat3_lon4,27,True,selected
MXM00076526,22.7465,-102.5066,2265.0,3072,2024-01-02 00:00:00,2025-12-31 12:00:00,1024,tropics,4,train,lat3_lon4,27,True,selected
MXM00076595,21.029,-86.8521,9.0,7361,2024-01-01 12:00:00,2025-12-31 12:00:00,1243,tropics,4,train,lat3_lon4,27,True,selected
MXM00076612,20.7065,-103.3923,1554.0,4063,2024-01-01 00:00:00,2025-12-31 12:00:00,1350,tropics,4,train,lat3_lon4,27,True,selected
MXM00076644,20.9468,-89.6521,10.0,7680,2024-01-02 00:00:00,2025-12-09 00:00:00,1294,tropics,4,calibration,lat3_lon4,27,True,selected
MXM00076654,19.0445,-104.3185,2.0,8026,2024-01-01 00:00:00,2025-12-31 12:00:00,1346,tropics,4,early_val,lat3_lon4,27,True,selected
MXM00076679,19.4037,-99.1966,2337.0,3951,2024-01-01 00:00:00,2025-12-31 12:00:00,1317,tropics,4,train,lat3_lon4,27,True,selected
MXM00076692,19.143,-96.1113,11.0,7546,2024-01-01 00:00:00,2025-12-31 12:00:00,1271,tropics,4,train,lat3_lon4,27,True,selected
MXM00076743,17.981,-92.9215,6.0,7870,2024-01-02 00:00:00,2025-12-31 12:00:00,1322,tropics,4,test,lat3_lon4,27,True,selected
MYM00048601,5.3,100.2667,2.0,8297,2024-01-01 00:00:00,2025-12-31 12:00:00,1399,tropics,1,train,lat3_lon1,76,True,selected
